boundary_file	surface	file_kind	direction	transport	call_name	assignment_status	enum_source	arg_output_source_hints	worker_scope	notes
src/boundary/mp/game/syscalls/BOTLIB_AAS_SWIMMING.rs	MP game	call	module_to_engine	syscall	BOTLIB_AAS_SWIMMING	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AAS_SWIMMING.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AAS_TIME.rs	MP game	call	module_to_engine	syscall	BOTLIB_AAS_TIME	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AAS_TIME.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AAS_TRACE_AREAS.rs	MP game	call	module_to_engine	syscall	BOTLIB_AAS_TRACE_AREAS	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AAS_TRACE_AREAS.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AAS_VALUE_FOR_BSP_EPAIR_KEY.rs	MP game	call	module_to_engine	syscall	BOTLIB_AAS_VALUE_FOR_BSP_EPAIR_KEY	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AAS_VALUE_FOR_BSP_EPAIR_KEY.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AAS_VECTOR_FOR_BSP_EPAIR_KEY.rs	MP game	call	module_to_engine	syscall	BOTLIB_AAS_VECTOR_FOR_BSP_EPAIR_KEY	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AAS_VECTOR_FOR_BSP_EPAIR_KEY.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_ADD_AVOID_SPOT.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_ADD_AVOID_SPOT	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_ADD_AVOID_SPOT.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_ALLOC_CHAT_STATE.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_ALLOC_CHAT_STATE	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_ALLOC_CHAT_STATE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_ALLOC_GOAL_STATE.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_ALLOC_GOAL_STATE	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_ALLOC_GOAL_STATE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_ALLOC_MOVE_STATE.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_ALLOC_MOVE_STATE	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_ALLOC_MOVE_STATE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_ALLOC_WEAPON_STATE.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_ALLOC_WEAPON_STATE	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_ALLOC_WEAPON_STATE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_AVOID_GOAL_TIME.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_AVOID_GOAL_TIME	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_AVOID_GOAL_TIME.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_CHARACTERISTIC_BFLOAT.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_CHARACTERISTIC_BFLOAT	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_CHARACTERISTIC_BFLOAT.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_CHARACTERISTIC_BINTEGER.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_CHARACTERISTIC_BINTEGER	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_CHARACTERISTIC_BINTEGER.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_CHARACTERISTIC_FLOAT.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_CHARACTERISTIC_FLOAT	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_CHARACTERISTIC_FLOAT.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_CHARACTERISTIC_INTEGER.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_CHARACTERISTIC_INTEGER	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_CHARACTERISTIC_INTEGER.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_CHARACTERISTIC_STRING.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_CHARACTERISTIC_STRING	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_CHARACTERISTIC_STRING.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_CHAT_LENGTH.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_CHAT_LENGTH	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_CHAT_LENGTH.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_CHOOSE_BEST_FIGHT_WEAPON.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_CHOOSE_BEST_FIGHT_WEAPON	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_CHOOSE_BEST_FIGHT_WEAPON.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_CHOOSE_LTG_ITEM.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_CHOOSE_LTG_ITEM	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_CHOOSE_LTG_ITEM.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_CHOOSE_NBG_ITEM.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_CHOOSE_NBG_ITEM	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_CHOOSE_NBG_ITEM.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_DUMP_AVOID_GOALS.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_DUMP_AVOID_GOALS	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_DUMP_AVOID_GOALS.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_DUMP_GOAL_STACK.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_DUMP_GOAL_STACK	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_DUMP_GOAL_STACK.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_EMPTY_GOAL_STACK.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_EMPTY_GOAL_STACK	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_EMPTY_GOAL_STACK.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_ENTER_CHAT.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_ENTER_CHAT	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_ENTER_CHAT.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_FIND_MATCH.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_FIND_MATCH	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_FIND_MATCH.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_FREE_CHARACTER.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_FREE_CHARACTER	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_FREE_CHARACTER.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_FREE_CHAT_STATE.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_FREE_CHAT_STATE	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_FREE_CHAT_STATE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_FREE_GOAL_STATE.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_FREE_GOAL_STATE	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_FREE_GOAL_STATE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_FREE_ITEM_WEIGHTS.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_FREE_ITEM_WEIGHTS	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_FREE_ITEM_WEIGHTS.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_FREE_MOVE_STATE.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_FREE_MOVE_STATE	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_FREE_MOVE_STATE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_FREE_WEAPON_STATE.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_FREE_WEAPON_STATE	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_FREE_WEAPON_STATE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_GENETIC_PARENTS_AND_CHILD_SELECTION.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_GENETIC_PARENTS_AND_CHILD_SELECTION	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_GENETIC_PARENTS_AND_CHILD_SELECTION.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_GET_CHAT_MESSAGE.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_GET_CHAT_MESSAGE	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_GET_CHAT_MESSAGE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_GET_LEVEL_ITEM_GOAL.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_GET_LEVEL_ITEM_GOAL	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_GET_LEVEL_ITEM_GOAL.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_GET_MAP_LOCATION_GOAL.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_GET_MAP_LOCATION_GOAL	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_GET_MAP_LOCATION_GOAL.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_GET_NEXT_CAMP_SPOT_GOAL.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_GET_NEXT_CAMP_SPOT_GOAL	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_GET_NEXT_CAMP_SPOT_GOAL.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_GET_SECOND_GOAL.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_GET_SECOND_GOAL	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_GET_SECOND_GOAL.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_GET_TOP_GOAL.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_GET_TOP_GOAL	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_GET_TOP_GOAL.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_GET_WEAPON_INFO.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_GET_WEAPON_INFO	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_GET_WEAPON_INFO.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_GOAL_NAME.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_GOAL_NAME	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_GOAL_NAME.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_INITIAL_CHAT.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_INITIAL_CHAT	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_INITIAL_CHAT.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_INIT_LEVEL_ITEMS.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_INIT_LEVEL_ITEMS	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_INIT_LEVEL_ITEMS.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_INIT_MOVE_STATE.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_INIT_MOVE_STATE	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_INIT_MOVE_STATE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_INTERBREED_GOAL_FUZZY_LOGIC.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_INTERBREED_GOAL_FUZZY_LOGIC	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_INTERBREED_GOAL_FUZZY_LOGIC.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_ITEM_GOAL_IN_VIS_BUT_NOT_VISIBLE.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_ITEM_GOAL_IN_VIS_BUT_NOT_VISIBLE	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_ITEM_GOAL_IN_VIS_BUT_NOT_VISIBLE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_LOAD_CHARACTER.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_LOAD_CHARACTER	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_LOAD_CHARACTER.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_LOAD_CHAT_FILE.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_LOAD_CHAT_FILE	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_LOAD_CHAT_FILE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_LOAD_ITEM_WEIGHTS.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_LOAD_ITEM_WEIGHTS	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_LOAD_ITEM_WEIGHTS.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_LOAD_WEAPON_WEIGHTS.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_LOAD_WEAPON_WEIGHTS	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_LOAD_WEAPON_WEIGHTS.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_MATCH_VARIABLE.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_MATCH_VARIABLE	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_MATCH_VARIABLE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_MOVEMENT_VIEW_TARGET.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_MOVEMENT_VIEW_TARGET	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_MOVEMENT_VIEW_TARGET.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_MOVE_IN_DIRECTION.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_MOVE_IN_DIRECTION	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_MOVE_IN_DIRECTION.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_MOVE_TO_GOAL.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_MOVE_TO_GOAL	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_MOVE_TO_GOAL.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_MUTATE_GOAL_FUZZY_LOGIC.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_MUTATE_GOAL_FUZZY_LOGIC	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_MUTATE_GOAL_FUZZY_LOGIC.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/game/syscalls/BOTLIB_AI_NEXT_CONSOLE_MESSAGE.rs	MP game	call	module_to_engine	syscall	BOTLIB_AI_NEXT_CONSOLE_MESSAGE	validate_existing_args_output	oracle/oracle/codemp/game/g_public.h	oracle/oracle/codemp/game/g_syscalls.c; oracle/oracle/codemp/game/g_local.h; oracle/oracle/codemp/server/sv_game.cpp	src/boundary/mp/game/syscalls/BOTLIB_AI_NEXT_CONSOLE_MESSAGE.rs	single-file assignment; preserve Raven comments; add args/output source locations
